age,workStatus,facultyDummy,staffDummy,gender,race_1,race_2,race_3,race_9,race_10,race_11,race_12,race_12_TEXT,race_13,income,childrenDependents,schoolDivision,schoolDivision_25_TEXT,originlat,originlon,destinlat,destinlon,total_trips_old,commuteCampus_1,commute_days,modeChoice_1old,modeChoice_2old,modeChoice_3old,modeChoice_4old,modeChoice_5old,modeChoice_6old,modeChoice_7old,modeChoice_8old,modeChoice_9old,modeChoice_10old,modeChoice_1,modeChoice_2,modeChoice_3,modeChoice_4,modeChoice_5,modeChoice_6,modeChoice_7,modeChoice_8,modeChoice_9,modeChoice_10,arrivalTime,totalHours,reasonabilyUtilize_1,reasonabilyUtilize_2,reasonabilyUtilize_3,reasonabilyUtilize_4,reasonabilyUtilize_5,reasonabilyUtilize_6,reasonabilyUtilize_7,reasonabilyUtilize_8,whyBike_1,whyBike_2,whyBike_3,whyBike_5,whyBike_6,whyBike_7,whyBike_8,whyBike_9,whyBike_10,whyWalk_1,whyWalk_2,whyWalk_4,whyWalk_5,whyWalk_6,whyWalk_7,whyCarpool_1,whyCarpool_2,whyCarpool_3,whyCarpool_4,whyCarpool_5,whyCarpool_6,whyCarpool_7,whyVanpool_1,whyVanpool_2,whyVanpool_3,whyVanpool_4,whyVanpool_5,whyVanpool_6,whyTransit_1,whyTransit_2,whyTransit_3,whyTransit_4,whyTransit_6,whyTransit_7,whyTransit_8,whyTransit_9,whyTransit_10,scenarioBikeWalkDr,scenarioCarpoolD,scenarioTransitD,scenarioBikeWalkTr,envImpact_1,envImpact_1_dummy,envImpact_2,envImpact_2_dummy,longdistYN,longdistTripsCompare_1,longdistTripsCompare_2,longdistTripsCompare_3,longdistTripsCompare_4,longdistTripsNYC,longdistTripsBos,longdistTripsPitt,longdistTripsDriveRe_1,longdistTripsDriveRe_2,longdistTripsFlyReas_1,longdistTripsFlyReas_2,longdistTripsFlyReas_3,geometry
25-34,Staff,0,1,Woman,White,"","","","","","","","","$80,000 - $99,999",No,Penn Libraries,"",39.9671008,-75.143911,39.95278649999999,-75.1934428,10,5,5,0,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6:00-8:00 AM,31-40 hours,"",Public Transit,"",Bike,"",Rideshare or taxi,"","","","","","",Weather,"","",I have to bring a change of clothes,I prefer my current type of transportation,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Take public transit three days per week. 
Walk or bike two days per week. 
Pay for monthly transit fare up to $280 via payroll pre-tax deduction.",Strongly Agree,Agree,Strongly Agree,Agree,No,"","","","","","","","","","","","",-75.143911|39.9671008
55-64,Staff,0,1,"",White,"","","","","","","","","$60,000 - $79,999",No,School of Veterinary Medicine,"",39.9412882,-75.2187346,39.9583587,-75.1953934,8,5,5,5,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6:00-8:00 AM,More than 40 hours,Personal car,Public Transit,Walk,Bike,"","","","Other mobility device (Scooter, Hoverboard, etc.)","",I believe it's unsafe,"","",Weather,"","","","","","","","","","",Not compatible with my schedule,"","","","","","","","","","","","","","",Takes too long,"","","","","","","Walk or bike more than three days per week.

Drive or take transit as needed.  Parking costs $17 per day.",Carpool to work every day with one other person. Pay approximately $80 monthly cost via payroll pre-tax exemption for parking.,Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.2187346|39.9412882
45-54,Staff,0,1,Woman,White,"","","","","","","","","$150,000 or more",No,Division of Finance,"",40.0640001,-75.186566,39.9533066,-75.1939253,2,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8:00-10:00 AM,11-20 hours,Personal car,Public Transit,"","","",Rideshare or taxi,"","","","","","","","","","","","","","","","","","","","","","","",I prefer my current type of transportation,"","","","","","","","","","","","","","","","","",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"",Agree,Agree,Agree,Agree,Yes,1-2 trips,"",1-2 trips,1-2 trips,"Take SEPTA to 30th St. Station, take Amtrak to New York Penn Station","Take SEPTA to 30th St. Station, take Amtrak to Boston","Take SEPTA to PHL, fly to Pittsburgh","","",Neither agree nor disagree,Neither agree nor disagree,Disagree,-75.186566|40.0640001
18-24,Graduate Student,0,0,Woman,"","","",Asian,"","","","","","$20,000 - $39,999",No,School of Engineering and Applied Science,"",39.9554431,-75.2082971,39.9414993,-75.19948149999999,10,7,7,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,8:00-10:00 AM,More than 40 hours,"",Public Transit,Walk,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Too expensive,"","","","",I prefer my current type of transportation,It doesn't seem clean,"","","","","Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Neither agree nor disagree,Disagree or Nuetral,Agree,Agree,No,"","","","","","","","","","","","",-75.2082971|39.9554431
35-44,Staff,0,1,Woman,White,"","","","","","","","","$140,000 - $149,999",Yes,Perelman School of Medicine,"",39.8891195,-75.3201502,39.9499701,-75.19300590000002,6,3,3,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8:00-10:00 AM,11-20 hours,Personal car,Public Transit,Walk,"","","","","","","","","","","","","","","","","","","","","","","","","","",I prefer my current type of transportation,"","","","","","","","","","","","","","","",Drive alone to work every day.Pay $210 monthly cost via  payroll pre-tax exemption for parking.,"","Drive alone three days a week
Take public transit two days a week
Pay $210 for monthly parking.Pay for transit fare.
Both together are eligible for upto $280 monthly payroll pre-tax exemption.","Take public transit three days per week. 
Walk or bike two days per week. 
Pay for monthly transit fare up to $280 via payroll pre-tax deduction.",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.3201502|39.8891195
35-44,Staff,0,1,Woman,White,Black or African American,"",Asian,"","","","","","$60,000 - $79,999",No,School of Dental Medicine,"",40.0243859798165,-75.3267936479229,39.9526096,-75.2031464,4,4,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8:00-10:00 AM,31-40 hours,Personal car,Public Transit,"","","",Rideshare or taxi,"","","","","","","","","","","","","","","","","","","","","",Don't know how to find a carpool partner,"","","","","","","","","","","","",Would have to transfer,"","","",It doesn't seem safe,"",Carpool to work every day with one other person. Pay approximately $80 monthly cost via payroll pre-tax exemption for parking.,Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.3267936479229|40.0243859798165
18-24,Graduate Student,0,0,Woman,White,"","","","","","","","","$20,000 - $39,999",No,School of Social Policy and Practice,"",39.9650099,-75.1898654,39.9519083,-75.2018033,4,4,4,0,0,1,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,8:00-10:00 AM,11-20 hours,"","",Walk,Bike,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Strongly Agree,Agree,Strongly Agree,Agree,No,"","","","","","","","","","","","",-75.1898654|39.9650099
18-24,Graduate Student,0,0,Man,White,"","","","","","","","","$80,000 - $99,999",No,School of Arts and Sciences,"",39.9384388,-75.1874636,39.95194059999999,-75.1899723,5,5,5,0,3,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,8:00-10:00 AM,31-40 hours,"",Public Transit,Walk,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Take public transit three days per week. 
Walk or bike two days per week. 
Pay for monthly transit fare up to $280 via payroll pre-tax deduction.",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.1874636|39.9384388
25-34,Staff,0,1,"",White,"","","","","","","","","$60,000 - $79,999",No,School of Social Policy and Practice,"",39.9410257,-75.1689334,39.95255179999999,-75.1975362,5,5,5,0,1,0,4,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,8:00-10:00 AM,31-40 hours,"",Public Transit,Walk,Bike,"","","","","","","","","","","","","","","",Takes too long,Weather,"","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.1689334|39.9410257
35-44,Staff,0,1,Woman,White,"","","","","","","","","$60,000 - $79,999",Yes,School of Veterinary Medicine,"",39.9304322,-75.33419,39.9508162,-75.20108909999999,6,6,6,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6:00-8:00 AM,More than 40 hours,Personal car,"","","","","","","","","","","","","","","","","","","","","","",Not compatible with my schedule,"","",Need a car before or after work,"","","","","","","","","","","","","","","","","","","",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"","",Agree,Agree,Disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-75.33419|39.9304322
35-44,Staff,0,1,"","","","","","","","","",Prefer not to answer,"$120,000 - $139,999",Yes,Perelman School of Medicine,"",39.9215013,-75.2879631,39.9519037,-75.1994966,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8:00-10:00 AM,0-10 hours,Personal car,Public Transit,"","","","","","","","","","","","","","","","","","","","","","","","","","","",I prefer my current type of transportation,"","","","","","","","","","","","","",It doesn't seem clean,It doesn't seem safe,"","",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"",Neither agree nor disagree,Disagree or Nuetral,Neither agree nor disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-75.2879631|39.9215013
35-44,Faculty,1,0,Man,White,"","","","","","","","","$80,000 - $99,999",No,School of Arts and Sciences,"",39.9505785,-75.1655104,39.95194059999999,-75.1899723,7,6,6,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8:00-10:00 AM,31-40 hours,"",Public Transit,Walk,Bike,"",Rideshare or taxi,"","",I don't own a bicycle,I believe it's unsafe,"","",Weather,"","","",I prefer my current type of transportation,"","",Takes too long,Weather,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",Strongly Agree,Agree,Strongly Agree,Agree,No,"","","","","","","","","","","","",-75.1655104|39.9505785
35-44,Faculty,1,0,Woman,"","",Hispanic or Latinx,"","","","","","","$150,000 or more",Yes,School of Veterinary Medicine,"",40.0067785,-75.2854622,39.9525839,-75.1652215,8,4,4,4,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6:00-8:00 AM,0-10 hours,Personal car,"","","",Carpool,Rideshare or taxi,Vanpool,"","","","","","","","","","","","","","","","","","","",Need a car before or after work,"","","","","","",Need a car before or after work,"","","","","","","","","","","","",Carpool to work every day with one other person. Pay approximately $80 monthly cost via payroll pre-tax exemption for parking.,"","Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.2854622|40.0067785
35-44,Graduate Student,0,0,Woman,White,"","","","","","","","","$140,000 - $149,999",Yes,School of Nursing,"",39.9020565,-75.3499123,39.95705410000001,-75.19760889999999,4,4,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8:00-10:00 AM,0-10 hours,Personal car,Public Transit,"","","","","","","","","","","","","","","","","","","","","",Not compatible with my schedule,"","","","","","","","","","","","","","","","","","","","","","","","Drive alone three days a week
Take public transit two days a week
Pay $210 for monthly parking.Pay for transit fare.
Both together are eligible for upto $280 monthly payroll pre-tax exemption.","",Strongly Agree,Agree,Strongly Agree,Agree,Yes,5 or more,3-4 trips,1-2 trips,"","Take SEPTA to 30th St. Station, take Amtrak to New York Penn Station","Take SEPTA to 30th St. Station, take Amtrak to Boston","Take a taxi or use rideshare to get to 30th St. Station, take Amtrak to Pittsburgh","","","","","",-75.3499123|39.9020565
65+,Faculty,1,0,"",White,"","","","","","","","","$120,000 - $139,999",No,School of Arts and Sciences,"",39.9629314,-75.1724804,39.9492392,-75.191367,2,2,2,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8:00-10:00 AM,0-10 hours,"",Public Transit,Walk,"","",Rideshare or taxi,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.1724804|39.9629314
45-54,Staff,0,1,Woman,White,"","","","","","","","","$150,000 or more",No,Perelman School of Medicine,"",39.9381682,-75.2718507,39.9478702,-75.196834,5,5,5,1,1,0,3,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,8:00-10:00 AM,31-40 hours,"",Public Transit,"",Bike,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.2718507|39.9381682
45-54,Staff,0,1,Woman,White,"","","","","","","","","$100,000 - $119,999",Yes,Penn Libraries,"",39.9502743,-75.2201933,39.95278649999999,-75.1934428,14,5,5,0,5,4,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,8:00-10:00 AM,31-40 hours,Personal car,Public Transit,Walk,Bike,Carpool,Rideshare or taxi,Vanpool,"Other mobility device (Scooter, Hoverboard, etc.)",I don't own a bicycle,I believe it's unsafe,"","",Weather,"","",I have to bring a change of clothes,I prefer my current type of transportation,"","","","","","",Not compatible with my schedule,"","","",Don't know how to find a carpool partner,"",I prefer my current type of transportation,Not compatible with my schedule,"",Takes too long,"",I live too close to work,I prefer my current type of transportation,"","","","","","","","","","Walk or bike more than three days per week.

Drive or take transit as needed.  Parking costs $17 per day.","",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"Take public transit three days per week. 
Walk or bike two days per week. 
Pay for monthly transit fare up to $280 via payroll pre-tax deduction.",Strongly Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.2201933|39.9502743
55-64,Staff,0,1,Woman,White,"","","","","","","","","$120,000 - $139,999",No,Division of Public Safety,"",39.9216241,-75.1483546,39.9554332,-75.2036909,5,5,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8:00-10:00 AM,More than 40 hours,Personal car,"","","","",Rideshare or taxi,"","","","","","","","","","","","","","","","","",Not compatible with my schedule,"","","","","","","","","","","","","","","","","","","","","","",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"","",Neither agree nor disagree,Disagree or Nuetral,Neither agree nor disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-75.1483546|39.9216241
35-44,Staff,0,1,Woman,White,"","","","","","","","","$140,000 - $149,999",No,School of Veterinary Medicine,"",39.9214672,-75.1633153,39.9528232,-75.2030626,4,4,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6:00-8:00 AM,31-40 hours,Personal car,Public Transit,"","","","","","","","","","","","","","","","","","","","","","","","","","","",I prefer my current type of transportation,"","","","","","","","",Takes too long,"",Would have to transfer,"","",It doesn't seem clean,It doesn't seem safe,"",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"",Neither agree nor disagree,Disagree or Nuetral,Disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-75.1633153|39.9214672
45-54,Faculty,1,0,"",White,"","","","","","","","","$150,000 or more",Yes,School of Veterinary Medicine,"",40.2283371,-74.9322596,39.9508162,-75.20108909999999,4,4,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6:00-8:00 AM,31-40 hours,Personal car,"","","","","","","","","","","","","","","","","","","","","","",Not compatible with my schedule,"",Takes too long,"","","",I prefer my current type of transportation,"","","","","","","","","","","","","","","","",Carpool to work every day with one other person. Pay approximately $80 monthly cost via payroll pre-tax exemption for parking.,"","",Strongly Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-74.9322596|40.2283371
25-34,Staff,0,1,"",White,"","","","","","","","","$120,000 - $139,999",No,Perelman School of Medicine,"",40.0548134,-75.2420722,39.9522188,-75.1932137,5,5,5,3,0,0,0,2,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,8:00-10:00 AM,More than 40 hours,Personal car,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Carpool to work every day with one other person. Pay approximately $80 monthly cost via payroll pre-tax exemption for parking.,"","",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.2420722|40.0548134
25-34,Graduate Student,0,0,Woman,White,"","","","","","","","","$120,000 - $139,999",Yes,Perelman School of Medicine,"",39.8814096,-75.3216535,39.9488118,-75.1953478,6,6,6,1,5,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,8:00-10:00 AM,More than 40 hours,Personal car,Public Transit,"","","",Rideshare or taxi,"","","","","","","","","","","","","","","","","",Not compatible with my schedule,"","","",Don't know how to find a carpool partner,"","","","","","","","","","","","","","","","","","",Carpool to work every day with one other person. Pay approximately $80 monthly cost via payroll pre-tax exemption for parking.,"Drive alone three days a week
Take public transit two days a week
Pay $210 for monthly parking.Pay for transit fare.
Both together are eligible for upto $280 monthly payroll pre-tax exemption.","",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.3216535|39.8814096
55-64,Staff,0,1,Woman,White,"","","","","","","","","$150,000 or more",Yes,Carey School of Law,"",40.0708667016671,-75.2043387077148,39.9538363,-75.1930711,10,5,5,0,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8:00-10:00 AM,More than 40 hours,Personal car,Public Transit,Walk,Bike,"","","","","","","","",Weather,"","","","","","","","","","","",Too expensive,"","","","",I prefer my current type of transportation,"","","","","","","","","","","","","","","","Walk or bike more than three days per week.

Drive or take transit as needed.  Parking costs $17 per day.","","Drive alone three days a week
Take public transit two days a week
Pay $210 for monthly parking.Pay for transit fare.
Both together are eligible for upto $280 monthly payroll pre-tax exemption.","Take public transit three days per week. 
Walk or bike two days per week. 
Pay for monthly transit fare up to $280 via payroll pre-tax deduction.",Strongly Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.2043387077148|40.0708667016671
35-44,Staff,0,1,Woman,"",Black or African American,"","","","","","","","$150,000 or more",Yes,The Wharton School,"",40.0519842,-75.1942849,39.9530251,-75.197059,3,3,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8:00-10:00 AM,21-30 hours,Personal car,"","","","","","","","","","","","","","","","","","","","","","",Not compatible with my schedule,"","",Need a car before or after work,"","","","","","","","","","","","","","","","","","","",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"","",Agree,Agree,Disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-75.1942849|40.0519842
35-44,Staff,0,1,"",White,"","","","","","","","","$60,000 - $79,999",No,Carey School of Law,"",39.9674050521989,-75.1678606651123,39.95370742075007,-75.19308497141114,5,5,5,1,4,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,6:00-8:00 AM,More than 40 hours,Personal car,Public Transit,Walk,Bike,"",Rideshare or taxi,"","Other mobility device (Scooter, Hoverboard, etc.)","","","","",Weather,"","",I have to bring a change of clothes,"","","",Takes too long,Weather,"",I prefer my current type of transportation,"","","","",Don't know how to find a carpool partner,"","","","","","","","","","","","","","","","","","Walk or bike more than three days per week.

Drive or take transit as needed.  Parking costs $17 per day.",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"Drive alone three days a week
Take public transit two days a week
Pay $210 for monthly parking.Pay for transit fare.
Both together are eligible for upto $280 monthly payroll pre-tax exemption.","",Neither agree nor disagree,Disagree or Nuetral,Neither agree nor disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-75.1678606651123|39.9674050521989
18-24,Graduate Student,0,0,Woman,"","","","","","","","","","Less than $20,000",No,"","",39.9474746,-75.1793444,39.9501477,-75.19388289999999,6,6,6,0,0,2,4,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,Prior to 6AM,More than 40 hours,"","",Walk,Bike,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Agree,Agree,Neither agree nor disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-75.1793444|39.9474746
45-54,Staff,0,1,Woman,White,"","","","","","","","","$80,000 - $99,999",No,Penn Libraries,"",40.0269446,-75.2251886,39.9479166,-75.1904076,8,4,4,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6:00-8:00 AM,21-30 hours,"",Public Transit,"","",Carpool,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Take public transit three days per week. 
Walk or bike two days per week. 
Pay for monthly transit fare up to $280 via payroll pre-tax deduction.",Agree,Agree,Agree,Agree,Yes,1-2 trips,1-2 trips,"",1-2 trips,"Take SEPTA to 30th St. Station, take Amtrak to New York Penn Station","Take SEPTA to PHL, fly to Boston Logan","Take SEPTA to PHL, fly to Pittsburgh","","",Strongly agree,Strongly agree,Neither agree nor disagree,-75.2251886|40.0269446
45-54,Staff,0,1,Woman,White,"","","","","","","","","$60,000 - $79,999",No,Weitzman School of Design,"",39.9223192,-75.1648669,39.9529913,-75.1922872,4,4,4,0,3,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,8:00-10:00 AM,31-40 hours,"",Public Transit,"","","",Rideshare or taxi,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Neither agree nor disagree,Disagree or Nuetral,Neither agree nor disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-75.1648669|39.9223192
35-44,Staff,0,1,"",White,"","","","","","","","","$80,000 - $99,999",Yes,Division of Recreation & Intercollegiate Athletics,"",39.9454642,-75.3121323,39.9692154,-75.1859714,6,6,6,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6:00-8:00 AM,More than 40 hours,Personal car,"","","","","","","","","","","","","","","","","","","","","","","","","",Need a car before or after work,"","","","","","","","","","","","","","","","","","","",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"","",Agree,Agree,Neither agree nor disagree,Disagree or Nuetral,Yes,3-4 trips,1-2 trips,1-2 trips,1-2 trips,"Take SEPTA to 30th St. Station, take Amtrak to New York Penn Station","Take a taxi or use rideshare to get to PHL, fly to Boston Logan","Take SEPTA to PHL, fly to Pittsburgh","","",Agree,Neither agree nor disagree,Disagree,-75.3121323|39.9454642
45-54,Staff,0,1,Woman,"",Black or African American,"","","","","","","","$80,000 - $99,999",No,Weitzman School of Design,"",40.0403401,-75.0154253,39.9522188,-75.1932137,4,3,3,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8:00-10:00 AM,21-30 hours,Personal car,Public Transit,"","",Carpool,"","","","","","","","","","","","","","","","","","","","","","",Don't know how to find a carpool partner,"","","","","","","","","","","","","","","","","","",Carpool to work every day with one other person. Pay approximately $80 monthly cost via payroll pre-tax exemption for parking.,"Drive alone three days a week
Take public transit two days a week
Pay $210 for monthly parking.Pay for transit fare.
Both together are eligible for upto $280 monthly payroll pre-tax exemption.","",Agree,Agree,Agree,Agree,Yes,3-4 trips,"","","","Take SEPTA to 30th St. Station, take Amtrak to New York Penn Station","Take SEPTA to PHL, fly to Boston Logan","Take SEPTA to PHL, fly to Pittsburgh","","",Agree,Agree,Neither agree nor disagree,-75.0154253|40.0403401
65+,Faculty,1,0,"","","","","","","","","",Prefer not to answer,"$150,000 or more",No,Perelman School of Medicine,"",40.0959438,-75.1251743,39.9503356,-75.19172429999999,8,4,4,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6:00-8:00 AM,More than 40 hours,"",Public Transit,Walk,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Take public transit three days per week. 
Walk or bike two days per week. 
Pay for monthly transit fare up to $280 via payroll pre-tax deduction.",Neither agree nor disagree,Disagree or Nuetral,Disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-75.1251743|40.0959438
35-44,Staff,0,1,"","","","","","","",User Specified,Middle Eastern,"","$120,000 - $139,999",No,School of Arts and Sciences,"",40.0351873,-75.1868428,39.9533795,-75.19800359999999,3,3,3,0,1,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,8:00-10:00 AM,21-30 hours,Personal car,Public Transit,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Agree,Agree,Agree,Agree,Yes,1-2 trips,"","",3-4 trips,"Take SEPTA to 30th St. Station, take Amtrak to New York Penn Station","Take SEPTA to 30th St. Station, take Amtrak to Boston","Take SEPTA to 30th St. Station, take Amtrak to Pittsburgh","","","","","",-75.1868428|40.0351873
45-54,Staff,0,1,"",White,"","","","","","","","","$60,000 - $79,999",No,Penn Libraries,"",39.9466478394928,-75.302529015332,39.95286030904729,-75.19436170290231,10,5,5,0,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6:00-8:00 AM,31-40 hours,Personal car,Public Transit,"",Bike,"",Rideshare or taxi,"","",I don't own a bicycle,I believe it's unsafe,"","",Weather,"","","",I prefer my current type of transportation,"","","","","","",Not compatible with my schedule,"","","",Don't know how to find a carpool partner,"",I prefer my current type of transportation,"","","","","","","","","","","","","","","","","",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"Take public transit three days per week. 
Walk or bike two days per week. 
Pay for monthly transit fare up to $280 via payroll pre-tax deduction.",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.302529015332|39.9466478394928
45-54,Staff,0,1,"","","",Hispanic or Latinx,"","","","","","","$80,000 - $99,999",Yes,School of Arts and Sciences,"",40.0230237,-75.3151772,39.9522188,-75.1932137,9,4,4,0,4,0,0,0,0,0,4,0,1,0,4,0,0,0,0,0,0,0,0,6:00-8:00 AM,31-40 hours,Personal car,Public Transit,"",Bike,Carpool,"",Vanpool,"Other mobility device (Scooter, Hoverboard, etc.)","",I believe it's unsafe,"","","","","",I have to bring a change of clothes,"","","","","","","","","","","",Don't know how to find a carpool partner,"","",Not compatible with my schedule,"","","","","","","","","","","","","","","","","Drive alone three days a week
Take public transit two days a week
Pay $210 for monthly parking.Pay for transit fare.
Both together are eligible for upto $280 monthly payroll pre-tax exemption.","",Strongly Agree,Agree,Strongly Agree,Agree,No,"","","","","","","","","","","","",-75.3151772|40.0230237
25-34,Graduate Student,0,0,Woman,White,"","","","","","","","","$150,000 or more",No,Perelman School of Medicine,"",39.9418131,-75.1791392,39.9577293,-75.19840239999999,7,7,7,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,Prior to 6AM,More than 40 hours,"","","",Bike,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Strongly Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.1791392|39.9418131
